replication_type,replication_number,target_effect,original_authors_study_number,original_effect_size,replication_effect_size,replication_authors_study_number,replication_outcome,replication_outcome_bayesian,discipline,replication_method_differences,positive_control_evidence,IVs,DVs,other_outcomes,replication_open_materials_URL,replication_open_data_URL,replication_pre_reg_URL,original_study_article_URL,replication_study_article_URL,original_open_materials_URL,original_open_data_URL,original_pre_reg_URL,effect_description,design,effect_type,original_test_statistic,original_pvalue,original_N,replication_N,study_order_CS,RPP_study_number,Original_Article_Title
RRR4 (PPS),4,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=73) = -.40 ± .46,"Crowell, Finley et al. (2016)",,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,73,,,
RRR4 (PPS),5,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=79) = -.36 ± .44,"Lynch, vanDellen et al. (2016)",,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,79,,,
RRR4 (PPS),6,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=59) = -.31 ± .52,Birt & Muise (2016),,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,59,,,
RRR4 (PPS),7,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=156) = -.22 ± .31,"Yusainy, Wimbarti et al. (2016)",,,social,Indonesian language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,156,,,
RRR4 (PPS),8,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=99) = -.20 ± .40,Lau & Brewer (2016),,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,99,,,
RRR4 (PPS),9,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=103) = -.09 ± .39,"Ullrich, Primoceri et al. (2016)",,,social,German language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,103,,,
RRR4 (PPS),10,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=90) = -.04 ± .42,Elson (2016),,,social,German language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,90,,,
RRR4 (PPS),11,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=181) = -.04 ± .29,"Cheung, Kroese et al. (2016)",,,social,Dutch language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,181,,,
RRR4 (PPS),12,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=101) = .00 ± .39,Hagger et al. (2016),,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,101,,,
RRR4 (PPS),13,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=79) = .00 ± .44,"Schlinkert, Schrama et al. (2016)",,,social,Dutch language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,79,,,
RRR4 (PPS),14,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=75) = +.04 ± .45,Philipp & Cannon (2016),,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,75,,,
RRR4 (PPS),15,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=126) = +.09 ± .36,Carruth & Miyake (2016),,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,126,,,
RRR4 (PPS),16,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=102) = +.11 ± .39,Brandt (2016),,,social,Dutch language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,102,,,
RRR4 (PPS),17,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=93) = +.12 ± .41,"Stamos, Bruyneel et al. (2016)",,,social,Dutch language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,93,,,
RRR4 (PPS),18,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=103) = +.18 ± .39,"Rentzsch, Nalis et al. (2016)",,,social,German language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,103,,,
RRR4 (PPS),19,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=50) = +.18 ± .56,Francis & Inzlicht (2016),,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,50,,,
RRR4 (PPS),20,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=106) = +.23 ± .38,"Lange, Heise et al. (2016)",,,social,German language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,106,,,
RRR4 (PPS),21,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=89) = +.27 ± .42,"Evans, Fay, & Mosser (2016)",,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,89,,,
RRR4 (PPS),22,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=82) = +.40 ± .43,Tinghög & Koppel (2016),,,social,,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,82,,,
RRR4 (PPS),23,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=69) = +.41 ± .50,"Otgaar, Martijn et al. (2016)",,,social,Dutch language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,69,,,
RRR4 (PPS),24,ego depletion effect,"Sripada, Kessler, & Jonides (2014)",d(N=47) = -.69 ± .59,d(N=78) = +.51 ± .46,"Muller, Zerhouni et al. (2016)",,,social,French language,,effortful letter crossing vs. control,multi-source interference task (MSIT; RTV),,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4206661/pdf/nihms-565892.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616652873,,,,,,,,,47,78,,,
individual effort,,ego depletion effect,"Gaillot, Baumeister et al. (2007) Study 7",d(N=61) = -1.19 ± .52,d(N=119) = +.22 ± .34,Cesario & Corker (2010),,,social,No manipulation check,"Positive correlation between baseline & post-manipulation error rates, r = .36, p < .001",sugar vs. splenda; video attention task vs. control,Stroop performance,,,,,,,,,,,,,,,61,119,,,
individual effort,,ego depletion effect,Wang & Dvorak (2010),d(N=61) = -.99 ± .52,d(N=70) = +.13 ± .48,Lange & Eggert (2014) Study 1,,,social,Different choices in future-discounting task,Test-retest reliability of r = .80 across t1 and t2 scores,sugar vs. splenda; future-discounting t1 vs. t2,future-discounting task,,,,,,,,,,,,,,,61,70,,,
individual effort,,ego depletion effect,"Muraven, Tice et al. (1998) Study 2",d(N=34) = -.75 ± .71,d(N=51) = -.01 ± .55,Murtagh & Todd (2004) Study 2,,,social,"Very difficult solvable anagrams used rather than ""unsolvable""",,thought suppression vs. control,anagram performance,,,,,,,,,,,,,,,34,51,,,
individual effort,,ego depletion effect,"Schmeichel, Vohs et al. (2003) Study 1",d(N=24) = -1.58 ± .98,d(N=128) = -.35 ± .52,Pond et al. (2011) Study 3,,,social,10 verbal GRE items used (instead of 13 analytic GRE items),,video attention task vs. control,GRE standardized test,,,,,,,,,,,,,,,24,128,,,
individual effort,,ego depletion effect,Schmeichel (2007) Study 1,d(N=79) = -.37 ± .44,d(N=38) = -1.31 ± .71,Healy et al. (2011) Study 1,,,social,% of target words recalled (rather than total),,video attention task vs. control,working memory (OSPAN),,,,,,,,,,,,,,,79,38,,,
individual effort,,ego depletion effect,Schmeichel (2007) Study 1,d(N=79) = -.37 ± .44,d(N=138) = +.05 ± .45,Carter & McCullough (2013),,,social,Effortful essay task vs. control in between IV and DV (perfectly confounded w/ IV),,video attention task vs. control,working memory (OSPAN),,,,,,,,,,,,,,,79,138,,,
individual effort,,ego depletion effect,Schmeichel (2007) Study 1,d(N=79) = -.37 ± .44,d(N=200) = +.21 ± .28,Lurquin et al. (2016),,,social,40 target words in OSPAN (rather than 48),"Main effect of OSPAN set sizes on performance, F(1, 199) = 4439.81, p < .001",video attention task vs. control,working memory (OSPAN),,,,,,,,,,,,,,,79,200,,,
individual effort,,ego depletion effect,Inzlicht & Gutsell (2007),d(N=33) = -1.06 ± .71,d(N=31) = -.93 ± .73,"Wang, Yang, & Wang (2014)",,,social,,,emotion suppression (video) vs. control,EEG ERN during stroop task,,,,,,,,,,,,,,,33,31,,,
RRR5 (PPS),1,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=87) = -.58 ± .83,Özdogru (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,87,,,
RRR5 (PPS),2,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=110) = -.24 ± .52,Oosterwijk et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,110,,,
RRR5 (PPS),3,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=110) = -.20 ± .54,Wayand (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,110,,,
RRR5 (PPS),4,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=100) = -.19 ± .54,Koch (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,100,,,
RRR5 (PPS),5,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=120) = -.13 ± .63,Pacheco-Unguetti et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,120,,,
RRR5 (PPS),6,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=117) = -.11 ± .58,Capaldi et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,117,,,
RRR5 (PPS),7,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=94) = -.05 ± .60,Chasten et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,94,,,
RRR5 (PPS),8,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=115) = -.02 ± .50,Benning et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,115,,,
RRR5 (PPS),9,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=112) = +.02 ± .54,Talarico & DeCicco (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,112,,,
RRR5 (PPS),10,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=101) = +.02 ± .67,Korb et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,101,,,
RRR5 (PPS),11,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=101) = +.12 ± .55,Bulnes et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,101,,,
RRR5 (PPS),12,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=139) = +.14 ± .53,Albohn et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,139,,,
RRR5 (PPS),13,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=130) = +.15 ± .42,Wagenmakers et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,130,,,
RRR5 (PPS),14,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=125) = +.16 ± .59,Allard & Zetzer (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,125,,,
RRR5 (PPS),15,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=99) = +.20 ± .55,Holmes et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,99,,,
RRR5 (PPS),16,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=108) = +.35 ± .53,Zeelenberg et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,108,,,
RRR5 (PPS),17,Facial feedback hypothesis,Strack et al. (1988) Study 1,MD(N=60) = +.82 ± .77,MD(N=126) = +.37 ± .55,Lynott et al. (2016),,,social,New set of Far Side cartoons normed to be moderately funny; instructions via video to minimize experimenter effects; sessions filmed to allow for manipulation check; minor wording change for funniness rating scale,,,,,,,,http://datacolada.org/wp-content/uploads/2014/03/Strack-et-al-1988-cartoons.pdf,http://journals.sagepub.com/doi/pdf/10.1177/1745691616674458,,,,,,,,,60,126,,,
RRR6 (PPS),1,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=160) = -.42 ± .38,Bredow & Luna (2016),,,social,DV assessed via computer rather than paper-and-pencil,α = .90 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,160,,,
RRR6 (PPS),2,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=201) = -.26 ± .39,"Carson, Corretti, Kane & Ackerman (2016)",,,social,DV assessed via computer rather than paper-and-pencil,α = .92 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,201,,,
RRR6 (PPS),3,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=120) = -.25 ± .46,Yong & Li (2016),,,social,DV assessed via computer rather than paper-and-pencil,α = .91 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,120,,,
RRR6 (PPS),4,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=111) = -.23 ± .38,"Goldberg, Sinclair, Ritchey et al. (2016)",,,social,DV assessed via computer rather than paper-and-pencil,α = .91 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,111,,,
RRR6 (PPS),5,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=160) = -.22 ± .41,"Cheung, Campbell & LeBel (2016)",,,social,DV assessed via computer rather than paper-and-pencil,α = .91 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,160,,,
RRR6 (PPS),6,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=124) = -.21 ± .58,"Fuglestad, Leone & Kim (2016)",,,social,DV assessed via computer rather than paper-and-pencil,α = .92 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,124,,,
RRR6 (PPS),7,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=162) = -.12 ± .43,"Vranka, Bahnik, & Houdek (2016)",,,social,DV assessed via computer rather than paper-and-pencil,α = .93 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,162,,,
RRR6 (PPS),8,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=102) = -.11 ± .42,"Collins, Bowen, Winczewski et al. (2016)",,,social,DV assessed via computer rather than paper-and-pencil,α = .94 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,102,,,
RRR6 (PPS),9,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=105) = -.04 ± .49,DiDonato & Golom (2016),,,social,DV assessed via computer rather than paper-and-pencil,α = .91 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,105,,,
RRR6 (PPS),10,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=187) = -.03 ± .45,Sucharyna & Morry (2016),,,social,DV assessed via computer rather than paper-and-pencil,α = .90 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,187,,,
RRR6 (PPS),11,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=100) = +.03 ± .39,Carcedo & Fernandez-Rouco (2016),,,social,DV assessed via computer rather than paper-and-pencil,α = .86 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,100,,,
RRR6 (PPS),12,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=142) = +.12 ± .43,"Aykutoglu, Gündogdu-Aktürk et al. (2016)",,,social,DV assessed via computer rather than paper-and-pencil,α = .93 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,142,,,
RRR6 (PPS),13,commitment priming boosts forgiveness effect (exit forgiveness DV),Finkel et al. (2002) Study 1,MD(N=89) = -.65 ± .45,MD(N=209) = +.16 ± .35,Hoplock & Stinson (2016),,,social,DV assessed via computer rather than paper-and-pencil,α = .88 on subjective commitment measure,,,"3 other DVs (neglect, voice, loyalty forgiveness; same pattern of results observed)",,,,,,,,,High commitment priming (writing about interdependence to partner) increases forgiveness on hypothetical betrayals compared to low commitment priming (writing about independence),,,,,89,209,,,
